USER_COLUMN_INSTANCE_ID,EFFECTIVE_START_DATE,EFFECTIVE_END_DATE,USER_ROW_ID,USER_COLUMN_ID,ENTERPRISE_ID,LEGISLATIVE_DATA_GROUP_ID,LEGISLATION_CODE,VALUE,OBJECT_VERSION_NUMBER,LAST_UPDATE_DATE,LAST_UPDATED_BY,LAST_UPDATE_LOGIN,CREATED_BY,CREATION_DATE,MODULE_ID,SGUID,SEED_DATA_SOURCE,ORA_SEED_SET1,ORA_SEED_SET2
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,104 - Taiwan Office,1,2025-06-19T07:02:29.262+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E59204B4977C07E0636490F20ACF86,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T07:02:28.873+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,165 - Chongqing Office,1,2025-06-19T07:02:53.025+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E775BF7DD0BA3FE0636490F20A62E0,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T07:02:52.537+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,052 - Wu Chung House 30/F,1,2025-06-19T07:03:16.841+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E741717D7EA665E063049DF20AEA94,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T07:03:16.536+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,156 - Wuhan Office,1,2025-06-19T07:03:03.827+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E776C6237AFE4BE063049DF20A07DE,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T07:03:03.563+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,022 - HKCEC Extension Unit 13 - 14,1,2025-06-19T06:59:42.991+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E776C6237AFE4BE063049DF20A07DE,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T06:59:42.732+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,174 - Singapore Office,1,2025-06-19T07:03:18.686+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E775BD5547A656E063049DF20AC743,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T07:03:17.786+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,178 - Seoul Office,1,2025-06-19T07:03:20.543+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E775BD5547A656E063049DF20AC743,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T07:03:20.341+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,115 - Toronto Office,1,2025-06-19T07:01:48.415+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E775BD5547A656E063049DF20AC743,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T07:01:47.947+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,173 - Kuala Lumpur Office,1,2025-06-19T07:02:34.578+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E775BD5547A656E063049DF20AC743,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T07:02:34.202+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,999 - Suspense,1,2025-06-19T07:03:10.272+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E7C09B478AFBEEE063049DF20A899D,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T07:03:09.824+00:00,,,,Y,Y
3E+14,1951-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,3E+14,3E+14,1,,,131 - London Office,1,2025-06-19T07:02:52.243+00:00,FUSION_APPS_HCM_ESS_LOADER_APPID,37E741717D7EA665E063049DF20AEA94,FUSION_APPS_HCM_ESS_LOADER_APPID,2025-06-19T07:02:51.728+00:00,,,,Y,Y
